Barcode	Author	Title	Description	Keywords	Publisher	Date	Status	TimesLent	ISBN	Value	BindingPages
100167	Beevor, Antony	Mystery of Olga Chekova The	Was Hitlers favourite actress a spy	History/ World War II		2004	Lending				
104016	Beevor, Antony	Crete  “the battle & the resistence”		History/ World War II		2005	Lending				
104653	Beevor, Antony & A. Cooper	Paris After the Liberation 1944-1949		History/ World War II		1994	Lending				
100178	Begbie, Harold	Ordinary Man and the Extraordinary Thing, The		Christianity / Apologetics	Hodder and Stoughton	1910	Reference				H/256
100472	Behe, Michael	Darwin's Black Box: The Biochemical Challenge to Evolution		ID Theory / Evolution	Touchstone	1996	Lending		0-684-83493-6	$29.95	P/307
100653	Behnke, J.A & Bok, S	Dilemmas of Euthanasia, The		Euthanasia	Anchor Books	1975	Lending	1	0-385-09730-1		H/187
102092	Behr, Edward	Prohibition: 13 years That Changed America		America / Prohibition	BBC Books	1997	Lending		0-563-38734-4	$16.00	H/256
100473	Beito, David et.al.	Voluntary City, The: Choice, Community, and Civil Society		Politics / Liberalism	The Independent Institute	2002	Lending		0-472-08837-8	$49.95	P/462
104165	Bell Beverley & Baker R : Editor	Developing The Science Carriculum				1997	Lending				
100474	Bell, Clive	Civilization		Cixilization	Pelican	1938	Reference				P/216
104159	Bell Evans	God of the Bible The				1943	Lending				
100486	Bell, Evans	God of the Bible, The : A Searching Study of the Christian Creed		Christianity / Critique	Watts & Co	1943	Reference				H/80
100475	Bell, Lady	At The Works: A Study of a Manufacturing Town		History / Industrial England	Virago Press	1985	Lending		0-86068-415-6	$9.90	P/272
100479	Bellamy, H S	Moons, Myths and Man		Mythology	Faber & Faber	1936	Reference				H/312
104151	Bello Lo Nino	Vatican Empire The				1968	Lending				
104163	Bello Lo Nino	Vatican Empire The				1968	Reference				
104939	Beltz, Walter	God and the gods, myths of the bible		Bible	Penguin	1983	Lending				
100483	Bendann, E	Death Customs : An Analytical Study of Burial Rights		Anthropology / Death	Kegan Paul Trench & Trubner	1930	Reference				H/304
100484	Benn, A.W.	History of Ancient Philosophy		Philosophy	Watts & Co	1912	Lending	1			H/154
102553	Benn, A.W.	History of Modern Philosophy		Philosophy	Watts & Co	1912	Reference				H/154
100481	Benn, A.W.	History of Modern Philosophy		Philosophy / History	Watts & Co.	1920	Reference				H/154
100482	Benn, A.W.	Modern England,Vol 1		History / England	Watts & Co	1908	Reference				H/250
100485	Benn, A.W.	Modern England,Vol 2		History / England	Watts & Co	1908	Reference				H/269
102788	Benn, A.W.	Revaluations: Historical and Ideal		Philosophy	Watts & Co	1909	Reference				P/320
106613	Bennett, Arnold	The Journals of Arnold Bennett 1921-1928		Literature	Cassell and Company	1933	Lending				
106291	Bennett, Arnold	Buried alive		Novel	Penguin	1976	Lending		0-14-004068-4		
101740	Benz, Wolfgang & Distel, Barbara (eds.)	Dachau Review 1: History of Nazi Concentration Camps Studies, Reports, Documents		Nazi Germany / Holocaust	Verlag Dachauer Hefte	1988	Lending		0934-361-X		P/240
104166	Berg Geoffrey	Six Ways of Atheism The	New logical disproofs of the existence God	Atheism		2009	Lending				
106114	Berger, Peter L.	Invitation to Sociology: A humanistic perspective		Sociology	Pelican	1963	Lending				
103740	Bergson, Henri	Introduction to Metaphysics, An		Philosophy / Metaphysics	Macmillan ad co.	1913	Reference				H/79
106109	Berki, R.N.	The history of political thought: a short introduction		Politics/History	J.M. Dent & Sons	1977	Lending		0-460-10177-3		
100369	Berlin, Isaiah & Jahanbegloo, Ramin	Recollections of a Historian of Ideas: Conversations with Isaiah Berlin		Berlin, Isaiah	Charles Scribner's Sons	1991	Lending		0-684-19394-9		213/H
104163	Berlin Isiah	Age of Enlightenment The	18th Century Philosophers	Philosophy		1956	Reference				
100488	Berlin, Isaiah (Ed.)	Age of Enlightenment, The		Philosophy / History	Mentor	1962	Lending				P/282
104984	Berlin Isiah	Karl Marx (Fourth Edition)	His life and environment	Biographies	Oxford University Press	1978	Lending		0-19-219122-5		
100170	Berman, David	History of Atheism in Britain, A		Atheism / Britain	Routledge	1990	Lending	2	0-415-04727-7		P/253
102618	Berman, David	History of Atheism in Britain, A.: From Hobbes to Russell		Atheism / History	Routledge	1988	Lending		0-415-04727-7		P/253
102619	Berman, David (Edt)	Atheism in Britain Vol 1: Anthony Collins		Atheism	Thoemmes Press	1996	Reference			$NZ100	H/
102620	Berman, David (Edt)	Atheism in Britain Vol 2: Toland; Radicati		Atheism	Thoemmes Press	1996	Reference			$NZ100	H/
102621	Berman, David (Edt)	Atheism in Britain Vol 3: Turner & Hammon; Shelley		Atheism	Thoemmes Press	1996	Reference			$NZ100	H/
102622	Berman, David (Edt)	Atheism in Britain Vol 4: Ensor; Bentham; Grote; Mill; Holyoake; Southwell		Atheism	Thoemmes Press	1996	Reference			$NZ100	H/
100489	Berman, David (Edt)	Atheism in Britain Vol 5: Besant; Bradlaugh; Foote		Atheism	Thoemmes Press	1996	Reference			$NZ100	H/
101739	Bernal, J D	Science In History		Science / History	Watts & Co	1954	Reference				H/967
100491	Bertalanffy, Ludwig von	Problems of Life		Biology / Philosophy	Watts & Co	1952	Reference				H/216
100492	Besant, Annie	Freethinker's Textbook Part Two: Christianity		Freethought	Freethought Publishing	1882	Reference				H
100494	Besant, Annie	Freethinker's Textbook Part Two: Christianity		Freethought	Freethought Publishing	1882	Reference				H
100493	Besant, Annie	Initiation: The Perfecting of Man		Humanism	Theosophical Publishing Society	1912	Reference				H/131
103033	Besant, Annie	Theological Essays and Debate		Christianity	Freethought Publishing Company	1880	Reference				H
106143	Betjeman, John	John Betjeman's collected poems		Poetry	Butler and Tanner	1977	Lending				
100496	Bettany, G.T.	Darwin		Biography / Darwin, Charles	Walter Scott	1887	Reference				H/175
106339	Bettenson, Henry (ed)	Documents of the Christian Church		Christianity / History	Oxford University Press	1967	Lending				
100498	Bettenson, Henry (ed)	Documents of the Christian Church		Christianity / History	Oxford University Press	1967	Lending				P/343
106604	Bettmann Otto L.	The Bettmann Archive Picture History of the World	Pictorial history of Western Civilisation	History	Random House	1978	Lending		0-394-41201-X		
100497	Bevan, Edwyn	History of Egypt Under the Ptolemaic Dynasty, A		Egypt / Ancient History	Methuen	1927	Reference				H
100499	Bevan, Edwyn	Holy Images : An Inquiry into Idolatry and Image - Worship in Ancient Paganism and in Christianity		Symbolism	George Allen & Unwin	1940	Reference				H/184
100500	BHA	Key Figures in Humanism		Humanism	BHA	1994	Lending				
100501	Bhatty, Margaret R	Atheist Reports from India, An		Atheism / India	AAP	1987	Lending	2	0-910309-42-6		P/267
100502	Bhatty, Margaret R	Atheist Reports from India, An		Atheism	AAP	1987	Lending	2	0-910309-42-6		P/267
100458	Bibby, Cyril	T.H Huxley: Scientist, Humanist and Educator		Biography	Watts & Co	1959	Lending				H/330
101361	Bibby, Cyril	T.H. Huxley: Scientist, Humanist and Educator		Biography / Huxley, Thomas Henry	Watts	1959	Lending				H/330
106173	Bible	The Septuagint version of the old testament	With and English translation and with various readings and critical notes	Bible	Samuel Bagster & sons ltd London		Lending				
106252	Bible	The Englishman's Hebrew and Chaldee Concordance of the Old Testament: Being an attempt at a verbal connection between the original and the English translation		Bible	Samuel Bagster & sons ltd London	1971	Reference		85150-158-3		
106254	Bible	The Interlinear Bible: Hebrew-Greek-English	General editor and translator: Jay P. Green, Sr.	Bible	Hendrickson Publishers	1985	Reference		0-913573-25-6		
100503	Bible	Holy Bible NRSV with Apocrypha		Bible	Oxford University Press	1989	Lending		0-19-528330-9	$49.95	H/
106082	Bible	Interlinear Greek – English New Testament, The	Translated by The Reverend Alfred Marshall D. Litt.	Bible	Samuel Bagster & sons ltd London	1958	Lending				
100504	Bible	New English Bible, The		Bible	Oxford & Cambridge University Press	1970	Lending	1			H
100978	Bible	New Translation of the Bible, A		Bible	Hodder & Stoughton	1939	Reference				H
100506	Bible	New World Translation of Holy Scriptures		Bible	Watchtower et al.	1984	Reference				H
102488	Bible	Paragraph Bible		Bible	William Collins, Sons, & Company	1871	Reference				H/
104551	Bible	Case of Cincinnati Board of Education bible & public schools				1870	Reference				
106257	Bible	H Kainh	Greek 	Bible 	The british and bible society	1958	Reference				
106260	Bible 	The Apocrypha: According to the authorized version	Hebrew Bible	Bible	Oxford University Press		Reference				
104157	Bibby Geoffrey	Looking for Dilmum				1970	Lending				
100507	Biddington, Ralph	Supremacy of Reason: Episodes in Victoria's Rationalist History		Rationalism / Australia	[Unpublished Manuscript]	2001	Reference				SB/274
100507	Biddlecombs, A.	Thoughts on Natural Philosophy and the Origin of Life		Science / Biology	The Walter Scott Publishing Company	1890	Reference				H/90
100505	Bierce, Ambrose	Devil's Dictionary, The		Dictionary	Wordsworth Editions Limited	1996	Lending		1-85326-364-8		124
102508	Binyon, Lawrence	Bible, The: Designed to be Read as Literature		Bible	William Heinemann Limited	1920	Reference				H/1241
104155	Biro J L & Robert Shahan Robert	Spinoza   : New perspectives :		Philosophy		1978	Lending				
102608	Birstein, Vadim J.	Perversion of Knowledge, The : The True Story of Soviet Science		Science / USSR	Westview	2001	Lending		0-8133-3907-3	$59.95	H/492
100509	Birx, H J & Delaney, Tim (Edtrs)	Values, Society and Evolution		Science/Philosophy	Legend Books	2002	Lending	1	0-9657898-5-3	$US60.00	P/481
100510	Birx, H. James	Interpreting Evolution; Darwin & Teilhard de Chardin		Evolution	Prometheus Books	1991	Lending	3	0-87975-636-5		H/326
102786	Birx, H. James	Interpreting Evolution; Darwin & Teilhard de Chardin		Evolution	Prometheus Books	1991	Reference		0-87975-636-5		H/326
106560	Birx, H. James	Interpreting Evolution; Darwin & Teilhard de Chardin		Evolution	Prometheus Books	1991	Lending		0-87975-636-5		
100512	Bix, Herbert P.	Hirohito and the Making of Modern Japan		Hirohito / Japan	HarperCollins	2000	Lending		0-06-093130-2	$15.00	P/812
100511	Black, Percy	Mystique of Modern Monarchy, The		Monarchy	Watts & Co	1953	Lending				H/92
100513	Black, Percy	Mystique of Modern Monarchy, The		Monarchy	Watts & Co	1953	Reference				H/92
104883	Black, Mathew	Peake's commentary on the Bible	New Testament editor: Mathew Black and Old  Testament editor: H.H.Rowley	Theology	Thomas Nelson and Sons	1962	Lending		0-17-711001-5		
104940	Blackburn Simon	Think: A compelling introdution to philosophy		Philosophy	Oxford University Press	1999	Lending		0-19-210024-6		
104872	Blackburn Simon	The Oxford Dictionary of Philosophy		Philosophy	Oxford University Press	1994	Lending				
106202	Blackham, H. J.	Six Existentialist Thinkers		Philosophy / Existentialism	Routledge	1952	Lending				
100514	Blackham, H. J.	Objections to Humanism		Humanism / Objections	Penguin	1963	Lending	2			P/124
101960	Blackham, H. J.	Future of Our Past, The : From Ancient Greece to Global Village		History	Prometheus Books	1996	Lending	2	1-57392-042-8		H/411
100515	Blackham, H. J.	Humanism		Humanism	Penguin Books	1968	Lending				P/221
101421	Blackham, H. J.	Humanism		Humanism	Penguin, England	1968	Lending				P/223
100516	Blackham, H. J.	Six Existentialist Thinkers		Philosophy / Existentialism	Harper Torchbooks	1959	Lending				P/173
101380	Blackmore, Susan	Dying to Live : Science and the Near-Death Experience		Death / Parapsychology	Grafton	1993	Lending	1	0-586-09212-9		P/291
104123	Blackmore, Susan 	Test Your Psychic Powers				1953	Lending				
104654	Blackmore, Susan	In Search of the Light	Parapsychologist			1996	Lending				
106431	Blackmore, R.D.	Lorna Doone		Literature	Thomas Nelson and Sons	1869	Lending				
106128	Blackwell, Albert L.	Schleiermacher's early philosophy of life: Determinism, Freedom, and Phantasy		Philosophy	Scholars Press	1982	Lending		0-89130-507-6		
101552	Blackwell, Kenneth	Spinozistic Ethics of Bertrand Russell, The		Philosophy / Russell	George Allen & Unwin	1985	Lending		0-04-190008-1		H/262
104972	Blackwell, Brian	No Golgotha for god		Rationalism	Masque Publishing	2009	Lending		978-0-9548927-4-6		
106346	Blackwood, Algernon	The willows and other queer tales		Literature	Collins Clear-type press		Lending				
100518	Blaikie, Robert J.	Secular Christianity and a God Who Acts		Christianity / Liberal Theology	Hodder & Stoughton Ltd.	1970	Lending		0-340-12993-X	$9.00	H/256
106221	Blaiklock, E. M.	The Best of Grammaticus: Writings of Professor E. M. Blaiklock	Edited by David More	Apologetics / Jesus	Wilson & Horton Ltd.	1984	Lending		0-86864-069-7		
100519	Blaiklock, E. M.	Jesus Christ : Man or Myth		Apologetics / Jesus	Anzea Books	1983	Lending		0-85892-186-3		P/142
100524	Blakeney, R.P.	Popery in its Social Aspect; Being A Complete Exposure of the Immorality and Intolerance of Romanism		Roman Catholocism / Critique	Protestant Educational Institute	1854	Reference				H/326
106322	Blake, William	A choice of Blake's verse 	Selected with and introduction by Kathleen Raine	Poetry	Faber & Faber	1970	Lending		0-571-09268-3		
100522	Blanshard, Paul	American Freedom and Catholic Power		Catholicism	Beacon Press	1958	Lending				P/402
100521	Blanshard, Paul	Freedom and Catholic Power		Catholicism	Secker & Warburg	1951	Reference				H/318
100523	Blanshard, Paul	Freedom and Catholic Power in Spain and Portugal		Catholicism	Beacon Press	1962	Reference				H/300
100520	Blanshard, Paul	God and Man in Washington		Catholicism	Beacon Press	1960	Lending				H/251
102484	Blanshard, Paul	Paul Blanshard on Vatican II		Catholicism	Beacon Press	1966	Reference				H/371
104152	Blanshard, Paul	Paul Blanshard on Vatican II		Catholicism	Beacon Press	1966	Lending				
104154	Blanshard, Paul	Irish & Catholic Power		Catholicism	Beacon Press	1953	Lending				
100526	Blatchford, Robert	As I Lay A-Thinking		Literature	Hodder & Stoughton	1926	Reference				H/303
100525	Blatchford, Robert	God and My Neighbour		Humanism	Truth Seeker Co. Ltd	1934	Lending				H/248
100527	Blatchford, Robert	God and My Neighbour		Humanism	Clarion Press Lorr	1903	Reference				H/192
102613	Blatchford, Robert	Not Guilty: A Defense of the Bottom Dog		Determinism	Peter Eckler	1924	Reference				H/167
106390	Blavatsky, H.P	The Secret Doctrine: The synthesis of science, religion, and philosophy 	Volume One: Cosmogenesis	Science / Religion / Philosophy	The theosophical publishing company	1888	Lending		1-55700-001-8		
106371	Blavatsky, H.P	The Secret Doctrine: The synthesis of science, religion, and philosophy 	Volume Two: Anthropogenesis	Science / Religion / Philosophy	The theosophical publishing company	1888	Lending		1-55700-001-8		
104898	Bloom, Harold	Romanticism and Consciousness: Essays in Criticism		Criticism	W.W. Norton & Company	1970	Lending		0-393-09954-7		
104963	Bloom, Harold	Where shall wisdom we found		Criticism	Riverhead	2004	Lending		1-59448-138-5		
106208	Blond, Anthony	A scandalous history of the Roman Emperors		Roman History	Robinson	1994	Lending		1-84119-173-6		
100528	Bluche, Francois	Louis XIV		Biography	Blackwell	1990	Lending		0-631-16003-5		H/702
100712	Blunden, Edmund	Shelley: A Life Story		Shelley	Collins	1946	Reference				H/320
100712	Boardman, John et.al.	Oxford History of the Classical World, The		Ancient History	Oxford University Press	1986	Lending		0-19-285236-I	$30.00	P/882
106605	Boccaccio	The Decameron				1905	Lending				
102789	Bodanis, David	E=MC2		Science/Physics	Pan Books	2000	Lending			$24.95	P/330
100529	Bodanis, David	E=MC2		Science/Physics	Pan Books	2000	Reference			$24.95	P/330
104122	Bodanis, David	Electric Universe		Science		2005	Lending				
100531	Boelsche, Wilhelm	Haeckel : His Life and Work		Biography	Watts & Co	1906	Reference				H/336
